campaign		imperial_campaign
playable
	romans_julii;			<--------- Fabia gens
traits egyptian 1 , LoyaltyStarter 1 , AIBattleBonus 1 , NaturalMilitarySkill 3 , Energetic 2 , GoodDefender 1 , Upright 1
ancillaries wrestler, galloper
army
unit		egyptian general's bodyguard early				exp 1 armour 0 weapon_lvl 0
unit		egyptian infantry				exp 1 armour 0 weapon_lvl 0
unit		egyptian infantry				exp 1 armour 0 weapon_lvl 0
unit		egyptian infantry				exp 1 armour 0 weapon_lvl 0
unit		egyptian archer				exp 1 armour 0 weapon_lvl 0
unit		egyptian archer				exp 1 armour 0 weapon_lvl 0

;cyprus
character	Leontiscus, named character, age 54, , x 189, y 45
traits egyptian 1 , LoyaltyStarter 1 , AIBattleBonus 1 , NaturalPhilosophySkill 2 , PublicFaith 2 , GoodBuilder 2 , Upright 1
army
unit		egyptian infantry				exp 0 armour 0 weapon_lvl 0
unit		egyptian infantry				exp 0 armour 0 weapon_lvl 0
unit		egyptian nile infantry			exp 0 armour 0 weapon_lvl 0
unit		egyptian peltast				exp 0 armour 0 weapon_lvl 0

character	Meleager, named character, age 45, , x 159, y 18
traits egyptian 1 , LoyaltyStarter 1 , AIBattleBonus 1 , StrategicSkill 2 , NaturalPhilosophySkill 2 , PublicFaith 3
ancillaries magician
army
unit		egyptian general's bodyguard early				exp 1 armour 0 weapon_lvl 0
unit		egyptian infantry				exp 0 armour 0 weapon_lvl 0
unit		egyptian archer				exp 0 armour 0 weapon_lvl 0
unit		egyptian peltast				exp 0 armour 0 weapon_lvl 0
unit		egyptian nile infantry				exp 0 armour 0 weapon_lvl 0

character	Philip, named character, age 34, , x 183, y 14
traits egyptian 1 , LoyaltyStarter 1 , AIBattleBonus 1 , NaturalMilitarySkill 2 , PublicFaith 1 , GoodAdministrator 1
ancillaries master_of_archers
army
unit		egyptian general's bodyguard early				exp 1 armour 0 weapon_lvl 0
unit		egyptian nile infantry				exp 0 armour 0 weapon_lvl 0
unit		egyptian infantry				exp 0 armour 0 weapon_lvl 0
unit		egyptian archer				exp 0 armour 0 weapon_lvl 0

; lycia
character	Alexander, named character, age 31, , x 168, y 48
traits egyptian 1 , LoyaltyStarter 1 , AIBattleBonus 1 , NaturalMilitarySkill 2 , PublicFaith 1 , GoodAdministrator 1
ancillaries mercenary_captain
army
unit		egyptian general's bodyguard early				exp 1 armour 0 weapon_lvl 0
unit		egyptian infantry				exp 0 armour 0 weapon_lvl 0
unit		egyptian infantry				exp 0 armour 0 weapon_lvl 0
unit		merc rhodian slingers			exp 1 armour 0 weapon_lvl 0

;sidon
character	Nikon, named character, age 25, , x 199, y 42
traits egyptian 1 , LoyaltyStarter 1 , AIBattleBonus 1 , NaturalMilitarySkill 2 , Brave 1 , GoodCommander 1
army
unit		egyptian general's bodyguard early				exp 1 armour 0 weapon_lvl 0
unit		egyptian infantry				exp 0 armour 0 weapon_lvl 0
unit		egyptian infantry				exp 0 armour 0 weapon_lvl 0
unit		egyptian peltast				exp 0 armour 0 weapon_lvl 0
unit		egyptian peltast				exp 0 armour 0 weapon_lvl 0

;pelousion
character	Andromachus, named character, age 20, , x 189, y 22
traits egyptian 1 , LoyaltyStarter 1 , AIBattleBonus 1 , NaturalPhilosophySkill 2 , Energetic 1 , GoodAdministrator 1
army
unit		egyptian general's bodyguard early				exp 1 armour 0 weapon_lvl 0
unit		egyptian infantry				exp 0 armour 0 weapon_lvl 0
unit		egyptian nile infantry			exp 0 armour 0 weapon_lvl 0
unit		egyptian nile infantry			exp 0 armour 0 weapon_lvl 0

character	Argeos, admiral, age 29, , x 177, y 22
army
unit		naval biremes				exp 0 armour 0 weapon_lvl 0
unit		naval biremes				exp 0 armour 0 weapon_lvl 0

character	Patroclus, admiral, age 21, , x 150, y 50
traits Sailor 1
army
unit		naval biremes				exp 0 armour 0 weapon_lvl 0
unit		naval biremes				exp 0 armour 0 weapon_lvl 0

character	Dionysios, diplomat, age 20, , x 178, y 17
traits egyptian 1 , NaturalDiplomatSkill 2

character	Cleomenes, spy, age 20, , x 198, y 23
traits egyptian 1 , NaturalSpySkill 3
ancillaries poisoner

character_record	Ptolemaic, 	male, command 0, influence 0, management 0, subterfuge 0, age 85, dead, never_a_leader
character_record	Herodes, 	male, command 0, influence 0, management 0, subterfuge 0, age 14, alive, never_a_leader
character_record	Philon, 	male, command 0, influence 0, management 0, subterfuge 0, age 12, alive, never_a_leader
character_record	Ptolemy_B, 	male, command 0, influence 0, management 0, subterfuge 0, age 10, alive, never_a_leader
character_record	Lysimachus, 	male, command 0, influence 0, management 0, subterfuge 0, age 5, alive, never_a_leader
character_record	Berenike, 	female, command 0, influence 0, management 0, subterfuge 0, age 21, alive, never_a_leader
character_record	Euredice, 	female, command 0, influence 0, management 0, subterfuge 0, age 20, alive, never_a_leader
character_record	Eirine, 	female, command 0, influence 0, management 0, subterfuge 0, age 18, alive, never_a_leader
character_record	Lysandra, 	female, command 0, influence 0, management 0, subterfuge 0, age 16, alive, never_a_leader

relative	Ptolemaic,	none,	Lagus,	Leontiscus,	Meleager, 	Ptolemy, 	end
relative	Lagus, 	none,		Philip,	Nikon,	Berenike,	Eirine,	end
relative	Leontiscus, 	none,		Alexander,	Ptolemy_A,	Euredice,	Herodes,	end
relative	Meleager, 	none,		Andromachus,	Lysandra,	Philon,	end
relative	Ptolemy,	none,	Ptolemy_B,	Lysimachus,	end


;=========================================================================================================
;==================================			SELEUCID		==============================================
;=========================================================================================================


faction	seleucid, craftsman_smith
denari	5000
settlement
{
	level city
	region Syria

	year_founded 0
	population 10000
	plan_set default_set
	faction_creator seleucid
	building
	{
		type core_building governors_palace
	}
	building
	{
		type defenses stone_wall
	}
	building
	{
		type barracks militia_barracks
	}
	building
	{
		type equestrian stables
	}
	building
	{
		type hinterland_roads paved_roads
	}
	building
	{
		type port_buildings port
	}
}

settlement
{
	level large_town
	region Cyrrhestica

	year_founded 0
	population 4800
	plan_set default_set
	faction_creator seleucid
	building
	{
		type core_building governors_villa
	}
	building
	{
		type defenses wooden_wall
	}
	building
	{
		type hinterland_roads roads
	}
}

settlement
{
	level large_town
	region Apamene

	year_founded 0
	population 7300
	plan_set default_set
	faction_creator seleucid
	building
	{
		type core_building governors_villa
	}
	building
	{
		type defenses wooden_wall
	}
	building
	{
		type equestrian stables
	}
	building
	{
		type barracks muster_field
	}
	building
	{
		type market trader
	}
	building
	{
		type hinterland_roads paved_roads
	}
}

settlement
{
	level large_town
	region Cilicia

	year_founded 0
	population 5700
	plan_set default_set
	faction_creator seleucid
	building
	{
		type core_building governors_villa
	}
	building
	{
		type defenses stone_wall
	}
	building
	{
		type hinterland_roads paved_roads
	}
	building
	{
		type barracks muster_field
	}
}

settlement
{
	level large_town
	region Adiabene

	year_founded 0
	population 6200
	plan_set default_set
	faction_creator seleucid
	building
	{
		type core_building governors_villa
	}
	building
	{
		type market trader
	}
	building
	{
		type hinterland_roads paved_roads
	}
	building
	{
		type barracks muster_field
	}
}

settlement
{
	level town
	region Assyria

	year_founded 0
	population 2600
	plan_set default_set
	faction_creator seleucid
	building
	{
		type core_building governors_house
	}
	building
	{
		type defenses wooden_pallisade
	}
	building
	{
		type hinterland_roads roads
	}
}

settlement
{
	level large_town
	region Mygdonius

	year_founded 0
	population 4800
	plan_set default_set
	faction_creator seleucid
	building
	{
		type core_building governors_villa
	}
	building
	{
		type barracks muster_field
	}
	building
	{
		type hinterland_roads paved_roads
	}
}

settlement
{
	level large_town
	region Osrhoene

	year_founded 0
	population 4700
	plan_set default_set
	faction_creator seleucid
	building
	{
		type core_building governors_villa
	}
	building
	{
		type defenses wooden_wall
	}
	building
	{
		type market trader
	}
	building
	{
		type hinterland_roads paved_roads
	}
}

settlement
{
	level city
	region Babylonia

	year_founded 0
	population 10000
	plan_set default_set
	faction_creator seleucid
	building
	{
		type core_building governors_palace
	}
	building
	{
		type defenses wooden_wall
	}
	building
	{
		type missiles practice_field
	}
	building
	{
		type barracks muster_field
	}
	building
	{
		type hinterland_farms farms
	}
	building
	{
		type hinterland_roads paved_roads
	}
}

settlement
{
	level large_town
	region Mesopotamia

	year_founded 0
	population 5000
	plan_set default_set
	faction_creator seleucid
	building
	{
		type core_building governors_villa
	}
	building
	{
		type defenses wooden_wall
	}
	building
	{
		type hinterland_farms farms
	}
	building
	{
		type market trader
	}
	building
	{
		type barracks muster_field
	}
}

settlement
{
	level large_town
	region Lydia

	year_founded 0
	population 5100
	plan_set default_set
	faction_creator hellenic_faction_01
	building
	{
		type core_building governors_villa
	}
	building
	{
		type defenses stone_wall
	}
	building
	{
		type hinterland_roads paved_roads
	}
	building
	{
		type barracks muster_field
	}
}

settlement
{
	level large_town
	region Media

	year_founded 0
	population 7000
	plan_set default_set
	faction_creator parthia
	building
	{
		type core_building governors_villa
	}
	building
	{
		type defenses stone_wall
	}
	building
	{
		type hinterland_roads roads
	}
	building
	{
		type barracks muster_field
	}
	building
	{
		type equestrian stables
	}
}

settlement
{
	level large_town
	region Urartu

	year_founded 0
	population 3800
	plan_set default_set
	faction_creator parthia
	building
	{
		type core_building governors_villa
	}
	building
	{
		type defenses wooden_pallisade
	}
}

settlement
{
	level large_town
	region Elymais

	year_founded 0
	population 7000
	plan_set default_set
	faction_creator parthia
	building
	{
		type core_building governors_villa
	}
	building
	{
		type missiles practice_field
	}
	building
	{
		type defenses stone_wall
	}
	building
	{
		type barracks muster_field
	}
	building
	{
		type hinterland_roads paved_roads
	}
	building
	{
		type hinterland_farms farms
	}
}

settlement
{
	level town
	region Regnum_Palmyrae

	year_founded 0
	population 2600
	plan_set default_set
	faction_creator seleucid
	building
	{
		type core_building governors_house
	}
	building
	{
		type defenses wooden_pallisade
	}
	building
	{
		type market trader
	}
	building
	{
		type hinterland_roads roads
	}
}

settlement
{
	level large_town
	region Pisidia

	year_founded 0
	population 4200
	plan_set default_set
	faction_creator seleucid
	building
	{
		type core_building governors_villa
	}
	building
	{
		type defenses wooden_pallisade
	}
	building
	{
		type hinterland_farms farms
	}
	building
	{
		type hinterland_roads paved_roads
	}
	building
	{
		type barracks muster_field
	}
}

settlement
{
	level town
	region Mysia

	year_founded 0
	population 2900
	plan_set default_set
	faction_creator hellenic_faction_03
	building
	{
		type core_building governors_house
	}
	building
	{
		type defenses wooden_pallisade
	}
	building
	{
		type port_buildings port
	}
}

settlement
{
	level large_town
	region Phrygia

	year_founded 0
	population 5000
	plan_set default_set
	faction_creator hellenic_faction_03
	building
	{
		type core_building governors_villa
	}
	building
	{
		type hinterland_roads paved_roads
	}
}

settlement
{
	level large_town
	region Rhages

	year_founded 0
	population 5800
	plan_set default_set
	faction_creator parthia
	building
	{
		type core_building governors_villa
	}
	building
	{
		type defenses wooden_wall
	}
	building
	{
		type market trader
	}
	building
	{
		type barracks muster_field
	}
	building
	{
		type equestrian stables
	}
	building
	{
		type hinterland_roads roads
	}
}

character	Antiochus, named character, leader, age 54, , x 199, y 53
traits hellenic 1 , LoyaltyStarter 1 , AIBattleBonus 1 , NaturalMilitarySkill 3 , PublicFaith 2 , GoodAdministrator 2 , Brave 2
ancillaries heroic_saviour
army
unit		greek general's guard cavalry early				exp 1 armour 0 weapon_lvl 0
unit		greek cavalry				exp 1 armour 0 weapon_lvl 0
unit		greek cavalry				exp 1 armour 0 weapon_lvl 0
unit		greek cavalry				exp 0 armour 0 weapon_lvl 0
unit		greek pikemen				exp 0 armour 0 weapon_lvl 0
unit		greek pikemen				exp 0 armour 0 weapon_lvl 0
unit		greek peltast				exp 0 armour 0 weapon_lvl 0

; phrygia
character	Achaeus, named character, age 50, , x 170, y 59
traits hellenic 1 , LoyaltyStarter 1 , AIBattleBonus 1 , NaturalPhilosophySkill 3 , Intelligent 2 , KindRuler 2 , GoodAdministrator 2 , Austere 3
ancillaries idiot_savant
army
unit		greek general's guard cavalry early				exp 1 armour 0 weapon_lvl 0
unit		greek cavalry				exp 0 armour 0 weapon_lvl 0
unit		greek levy pikemen				exp 1 armour 0 weapon_lvl 0
unit		greek levy pikemen				exp 0 armour 0 weapon_lvl 0
unit		greek peltast				exp 0 armour 0 weapon_lvl 0

character	Seleucus, named character, age 35, , x 241, y 53
traits hellenic 1 , LoyaltyStarter 1 , AIBattleBonus 1 , Aesthetic 2 , NaturalPhilosophySkill 2 , Intelligent 2 , Embezzler 1 , Disloyal 1
ancillaries exotic_slave, biographer
army
unit		greek general's guard cavalry early				exp 1 armour 0 weapon_lvl 0
unit		greek cavalry				exp 0 armour 0 weapon_lvl 0
unit		greek pikemen				exp 0 armour 0 weapon_lvl 0
unit		greek levy pikemen				exp 0 armour 0 weapon_lvl 0
unit		greek levy pikemen				exp 0 armour 0 weapon_lvl 0
unit		greek peltast				exp 0 armour 0 weapon_lvl 0

character	Alexander, named character, age 30, , x 162, y 57
traits hellenic 1 , LoyaltyStarter 1 , AIBattleBonus 1 , NaturalPhilosophySkill 2 , GoodAdministrator 2 , Intelligent 1 , Upright 2 , Austere 1
ancillaries desert_scout
army
unit		greek general's guard cavalry early				exp 1 armour 0 weapon_lvl 0
unit		greek cavalry				exp 0 armour 0 weapon_lvl 0
unit		greek cavalry				exp 0 armour 0 weapon_lvl 0
unit		greek pikemen				exp 0 armour 0 weapon_lvl 0
unit		greek pikemen				exp 0 armour 0 weapon_lvl 0
unit		greek peltast				exp 0 armour 0 weapon_lvl 0

; mesopotamia
character	Antiochus_A, named character, heir, age 16, , x 244, y 42
traits hellenic 1 , LoyaltyStarter 1 , AIBattleBonus 1 , NaturalMilitarySkill 3 , Intelligent 2 , Energetic 2 , Fertile 2 , Brave 1 , FaithfulWife 1
ancillaries mentor, bodyguard
army
unit		greek general's guard cavalry early				exp 1 armour 0 weapon_lvl 0
unit		greek pikemen				exp 1 armour 0 weapon_lvl 0
unit		greek levy pikemen				exp 0 armour 0 weapon_lvl 0
unit		greek levy pikemen				exp 0 armour 0 weapon_lvl 0

; mysia
character	Andromachus, named character, age 16, , x 154, y 64
traits hellenic 1 , LoyaltyStarter 1 , AIBattleBonus 1 , NaturalMilitarySkill 1 , HaleAndHearty 1 , Upright 2 , Austere 1
army
unit		greek general's guard cavalry early				exp 1 armour 0 weapon_lvl 0
unit		greek levy pikemen				exp 1 armour 0 weapon_lvl 0
unit		greek levy pikemen				exp 0 armour 0 weapon_lvl 0
